ID,iNSC_1,iNSC_2,iNSC_3,HNF_1,HNF_2,HNF_3,WT-NSC_1,WT-NSC_2,WT-NSC_3
RPP40,35.4753,41.5122,37.8732,52.432,39.6373,103.16,35.1375,23.088,35.0356
RPPH1,9.39051,4.41619,3.24628,16.385,163.354,5.82354,3.51375,4.6176,1.00102
RPRD1A,524.825,729.555,624.367,163.031,227.014,1317.78,621.232,537.181,681.693
RPRD1B,302.583,373.61,295.411,156.477,293.076,366.883,303.588,264.743,242.246
RPRD2,611.426,697.759,624.367,244.137,360.339,549.908,437.814,440.212,480.489
RPRM,29.2149,23.8474,25.9702,1,1,1,16.1633,27.7056,21.0214
RPS10,929.66,931.817,936.01,5698.71,1838.93,1405.97,567.823,746.513,648.659
RPS10-NUDT3,302.583,413.356,318.135,387.505,416.792,274.538,230.502,96.9697,177.18
RPS11,2809.85,2744.22,2147.95,17208.4,6832.03,3950.02,1825.75,1665.42,1663.69
RPS12,699.071,479.599,547.539,9121.53,2433.49,2677.99,428.678,521.789,481.49
RPS13,727.243,632.399,549.703,4826.2,1904.99,1831.09,413.92,361.712,393.4
RPS14,1109.12,985.694,1135.11,10160.3,2351.81,2390.15,609.285,954.305,780.794
RPS14P3,218.068,235.825,206.68,1985.04,548.916,490.841,130.712,180.087,171.174
RPS15,357.883,158.983,451.232,3765.27,557.324,437.597,232.611,374.026,305.31
RPS15A,1111.21,1361.07,863.51,6109.15,2309.77,2560.69,610.69,587.975,584.594
RPS16,1128.95,688.926,1458.66,8932.29,3800.37,1222.11,616.312,1080.52,907.923
RPS17,1645.43,1773.54,1691.31,11623.5,7609.16,4364.32,1167.97,1003.56,1248.27
RPS18,863.927,1033.39,729.33,8233.47,2097.17,3087.31,568.525,517.172,617.628
RPS18P9,385.011,442.503,321.381,2232.46,673.834,984.177,264.937,247.811,246.25
RPS19,1633.95,1112,1907.73,16206.4,9795.21,3757.84,1205.92,1830.11,1723.75
RPS19BP1,106.426,84.7909,135.262,1033.07,486.458,193.009,140.55,161.616,166.169
RPS2,2297.54,1402.58,3024.45,17251.8,3752.33,3594.79,1855.26,3130.74,2322.36
RPS20,2002.27,1451.16,2070.04,13127.7,4473.01,3460.84,1127.91,1356.04,1255.28
RPS21,303.626,196.079,509.665,4908.13,4828.54,538.261,257.207,421.741,403.41
RPS23,1415.88,1589.83,1130.79,8382.57,4328.87,3456.68,1784.28,1545.36,1580.61
RPS24,2633.52,3004.78,2044.07,16005.7,7997.12,4653.84,2087.17,1496.1,1622.65
RPS25,1365.8,1623.39,1125.38,5268.6,2169.24,1945.89,969.093,774.218,786.8
RPS26,731.416,422.188,667.651,5027.74,1375.29,810.303,305.697,450.986,357.363
RPS26P11,163.812,76.8418,133.097,2354.53,1691.19,207.151,74.4916,98.5089,80.0814
RPS27,605.166,650.947,481.531,4481.3,2019.1,1477.51,349.267,277.056,318.324
RPS27A,569.691,616.501,419.852,6706.38,3823.2,2071.51,442.733,341.703,363.369
RPS27L,551.953,615.617,464.218,2581.46,1435.35,2823.58,420.245,380.183,448.456
RPS28,38.6054,6.18267,103.881,1688.48,4500.63,54.0757,42.8678,153.92,125.127
RPS29,562.387,706.591,343.023,4014.33,1400.52,1072.36,323.265,230.88,203.207
RPS3,3230.33,3298.9,2597.02,21763.4,6208.64,3939.21,1898.13,1797.79,1606.63
RPS3A,2373.71,2847.56,2109,14135.3,9682.31,5179.62,1659.19,1279.08,1313.34
RPS4X,2945.49,3529.42,2353.55,11752.1,5503.58,3691.29,3082.26,2824.43,2567.61
RPS4Y1,1055.91,1154.39,832.129,6071.46,3120.54,2179.67,1,1,1
RPS5,1257.28,922.984,1239,7723.07,4354.1,1727.09,673.938,1046.66,865.88
RPS6,4428.15,5136.03,3561.17,23629.6,14981.7,9554.76,2960.69,2559.69,2503.55
RPS6KA1,98.0786,85.6741,98.4704,36.047,27.626,54.9076,80.1136,92.3521,113.115
RPS6KA2,215.982,203.145,272.687,552.175,440.815,328.614,1608.6,2093.31,1734.76
RPS6KA3,292.149,446.919,332.202,172.043,594.559,501.656,375.972,350.938,368.375
RPS6KA4,189.897,147.501,189.366,532.513,315.897,292.841,158.822,169.312,151.154
RPS6KA5,25.0414,37.9793,31.3807,6.554,16.8158,14.1429,31.6238,30.784,28.0285
RPS6KA6,83.4712,112.171,77.9106,24.5775,78.0734,96.5043,92.0604,90.8129,100.102
RPS6KB1,403.792,518.461,376.568,158.935,464.837,697.992,399.865,306.301,413.42
RPS6KB2,149.205,127.186,149.329,436.66,236.623,195.504,139.847,183.165,182.185
RPS6KC1,292.149,345.346,270.523,154.019,302.685,648.908,343.645,269.36,335.341
RPS6KL1,14.6075,7.94915,8.65674,6.554,12.0113,5.82354,11.9468,18.4704,10.0102
RPS7,727.243,766.651,634.106,5443.92,2071.95,1611.46,589.608,487.927,531.54
RPS8,1571.35,1285.11,1360.19,13295.6,3620.21,3079.82,1000.01,1154.4,1020.04
RPS9,1573.43,858.508,1709.71,10987.8,10439,1585.67,803.947,1434.54,1118.14
RPSA,2434.23,2429.79,2026.76,13585.6,4985.89,3623.07,1472.26,1476.09,1279.3
RPSAP52,3.13017,1,5.41046,92.5753,40.8384,74.874,8.43301,6.1568,8.00814
RPSAP58,3668.56,3793.51,2987.66,19390.8,8086.01,5488.27,2511.63,2525.83,2016.05
RPSAP9,8.34712,6.18267,16.2314,27.0353,4.80452,14.1429,6.32476,6.1568,9.00916
RPTOR,203.461,161.633,326.792,151.561,152.543,210.479,219.961,370.947,408.415
RPUSD1,34.4319,3.53295,75.7465,194.982,90.0847,29.9496,85.0328,89.2737,114.116
RPUSD2,57.3864,42.3955,56.2688,130.261,120.113,44.9244,46.3816,72.3425,57.058
RPUSD3,116.86,119.237,106.045,385.867,194.583,143.925,63.2476,52.3328,48.0489
RPUSD4,243.11,176.648,212.09,315.411,290.673,187.185,238.935,164.695,201.205
RQCD1,484.133,538.776,390.635,684.074,629.392,734.597,529.874,426.359,462.47
RRAD,1.04339,1,2.16418,33.5893,13.2124,25.7899,2.811,3.0784,10.0102
RRAGA,898.359,961.847,772.614,1327.19,884.032,1289.5,631.773,652.621,651.663
RRAGB,190.94,179.297,183.956,122.068,218.606,179.698,204.5,144.685,165.168
RRAGC,368.317,464.584,387.389,679.159,878.026,866.043,412.515,407.888,472.48
RRAGD,171.116,249.073,201.269,47.5165,40.8384,22.4622,373.863,269.36,331.337
RRAS,148.161,56.5273,165.56,2059.6,359.138,404.32,61.1393,100.048,103.105
RRAS2,163.812,165.166,122.276,515.309,461.234,1721.27,164.444,115.44,179.182
RRBP1,932.79,556.44,1163.25,4128.2,2683.32,711.303,1368.26,1719.29,1711.74
RREB1,206.591,185.48,207.762,151.561,166.957,96.5043,205.203,235.498,209.213
RRM1,1221.81,1541.25,1158.92,826.624,1199.93,1126.44,1210.84,908.129,804.818
RRM2,463.265,594.42,462.053,940.499,796.349,743.749,780.053,641.847,508.517
RRM2B,783.586,982.161,847.278,197.439,443.217,2597.3,679.56,607.984,793.807
RRN3,355.796,514.045,419.852,135.996,198.186,1062.38,594.527,500.24,584.594
RRN3P1,42.779,29.1469,20.5598,37.6855,57.6542,58.2354,43.5705,20.0096,37.0377
RRN3P2,1,1.76648,1,4.09625,14.4136,11.6471,4.91926,1,14.0142
RRN3P3,22.9546,15.8983,12.9851,33.5893,261.846,14.9748,22.488,30.784,23.0234
RRNAD1,114.773,50.3446,115.784,186.789,69.6655,96.5043,89.2493,101.587,91.0926
RRP1,138.771,119.237,145,301.484,496.067,106.488,174.282,156.999,170.173
RRP12,161.725,84.7909,222.911,300.665,147.739,221.294,211.528,264.743,310.315
RRP15,93.9051,125.42,112.538,135.176,133.325,487.513,153.2,146.224,152.155
RRP1B,359.969,398.341,380.896,265.437,308.69,212.975,480.682,423.28,429.437
RRP36,368.317,374.493,307.314,884.79,496.067,464.219,295.155,223.184,260.265
RRP7A,234.763,147.501,258.62,813.516,1819.71,271.21,281.803,358.634,297.302
RRP7B,38.6054,16.7815,35.709,56.5283,33.6316,16.6387,39.354,86.1953,88.0896
RRP8,102.252,104.222,100.635,253.148,202.991,126.454,67.4641,49.2544,80.0814
RRP9,86.6014,53.8776,91.9778,334.254,75.6712,169.714,108.224,136.989,149.152
RRS1,57.3864,56.5273,68.1718,216.282,94.8893,133.109,155.308,169.312,164.167
RSAD1,262.934,204.911,241.307,459.599,281.064,143.925,316.238,277.056,268.273
RSAD2,46.9525,44.1619,41.1195,6.554,3.60339,1828.59,395.649,341.703,751.764
RSBN1,215.982,294.118,214.254,53.2513,166.957,272.874,241.746,227.802,212.216
RSBN1L,148.161,151.917,168.806,56.5283,221.008,133.109,118.062,96.9697,116.118
RSC1A1,53.2129,74.192,45.4479,10.6503,38.4362,55.7396,40.7595,52.3328,39.0397
RSF1,462.222,670.378,534.554,67.9978,417.993,704.648,385.107,390.957,447.455
RSG1,16.6942,12.3653,24.8881,31.9508,19.2181,21.6303,9.13576,23.088,13.0132
RSL1D1,684.464,819.645,673.061,1514.79,1921.81,2074.84,767.404,609.524,773.787
RSL24D1,373.534,429.254,343.023,969.993,1138.67,1108.14,443.436,366.33,388.395
RSPH3,35.4753,48.5781,41.1195,29.493,31.2294,41.5967,17.5688,7.69601,34.0346
RSPH4A,8.34712,14.1318,14.0672,3.277,1,2.4958,37.9485,20.0096,13.0132
RSPH9,5.21695,2.64972,6.49255,39.324,27.626,12.479,4.2165,6.1568,5.00509
RSPO1,1,1,1,14.7465,21.6203,1.66387,1,1.5392,1
RSPO3,1,1,1.08209,95.8523,242.628,31.6135,1.4055,3.0784,2.00204
RSPO4,1,1,1,23.7583,8.40791,2.4958,1,1.5392,1.00102
RSPRY1,397.532,435.437,407.949,15.5658,242.628,401.824,406.19,403.271,425.433
RSRC1,95.9919,105.105,82.239,38.5048,146.538,223.79,39.354,61.568,63.0641
RSRC2,754.371,719.84,568.098,266.256,416.792,1082.35,726.644,604.906,755.768
RSRP1,375.62,320.616,318.135,276.087,312.294,114.807,408.298,327.85,294.299
RSU1,1074.69,1240.07,1011.76,1087.96,1085.82,1416.78,912.873,838.865,797.811
RTCA,237.893,232.292,229.404,358.012,409.585,452.572,316.238,249.351,264.269
RTCB,941.138,964.497,803.994,1314.9,809.562,1185.51,710.481,714.189,607.618
RTEL1,102.252,83.9077,205.598,72.094,225.812,56.5715,141.956,181.626,215.219
RTEL1-TNFRSF6B,56.343,1,30.2986,1,1,4.15967,13.3523,52.3328,31.0315
RTF1,947.398,990.111,801.83,664.412,2055.13,574.034,763.89,761.905,807.821
RTFDC1,668.813,585.587,679.554,1278.85,763.919,1362.71,538.307,551.034,552.562
RTKN,320.321,203.145,279.18,222.017,94.8893,50.748,192.554,197.018,222.226
RTKN2,142.944,147.501,111.455,24.5775,40.8384,80.6976,173.579,115.44,146.149
RTN1,5.21695,1,3.24628,2.45775,1,1.66387,2302.21,2533.53,1895.93
RTN2,62.6034,26.4972,43.2837,233.486,84.0791,34.1093,45.6788,44.6368,53.0539
RTN3,2400.84,2421.84,2283.21,1878.54,1303.23,1846.06,2119.5,2093.31,2036.07
RTN4,8237.56,8793.52,8323.45,4903.21,4641.17,5130.53,5456.16,4132.75,4024.09
RTN4IP1,58.4298,65.3597,61.6793,134.357,139.331,64.0589,24.5963,30.784,41.0417
RTN4RL1,1.04339,1,1,22.1198,15.6147,2.4958,1.4055,6.1568,2.00204
RTP4,7.30373,6.18267,6.49255,79.4673,45.6429,255.404,35.1375,20.0096,52.0529
RTTN,268.151,399.224,253.21,56.5283,50.4475,209.647,196.067,167.773,163.166
RUFY1,383.967,359.478,353.844,684.893,706.264,458.395,389.324,295.527,344.35
RUFY2,268.151,328.565,230.486,106.503,151.342,447.58,209.42,195.479,185.188
RUFY3,900.445,969.796,761.793,453.865,673.834,362.723,1317.66,1017.41,1043.06
RUNDC1,174.246,181.947,178.545,154.019,236.623,59.8992,210.122,186.243,188.191
RUNX1,2006.44,2370.61,1891.5,817.612,1333.25,775.362,919.901,683.405,922.938
RUNX1T1,277.542,365.661,268.359,277.726,619.783,495.001,141.253,95.4305,149.152
RUNX2,477.873,724.256,571.345,119.611,200.589,103.992,408.298,321.693,360.366
RUSC1,370.403,252.606,400.374,465.334,241.427,258.731,364.025,432.516,377.384
RUSC2,275.455,217.277,349.516,412.083,269.053,535.765,364.728,524.868,469.477
RUVBL1,452.831,456.634,409.031,542.344,267.852,598.992,411.812,354.016,340.346
RUVBL2,317.19,165.166,452.315,1523.81,491.262,300.328,263.532,480.231,355.361
RWDD1,188.854,244.657,170.971,1042.91,589.755,610.639,154.605,150.842,149.152
RWDD2A,95.9919,90.9736,102.799,70.4555,109.303,102.328,86.4383,76.9601,83.0845
RWDD2B,100.165,121.887,110.373,296.569,321.903,436.765,163.038,129.293,124.126
RWDD3,98.0786,120.12,88.7316,141.73,97.2915,151.412,104.71,64.6464,106.108
RWDD4,184.68,187.247,140.672,170.404,195.784,408.479,167.255,110.822,153.156
RXFP1,1,1,1,1,8.40791,24.958,1,1.5392,1
RXRA,279.628,192.546,532.389,745.518,467.24,194.672,312.021,406.349,428.436
RXRB,645.858,489.314,501.009,663.593,457.63,508.311,368.241,394.035,326.332
RYBP,304.67,400.99,305.15,294.93,671.432,994.993,840.49,769.601,839.854
RYK,552.997,640.348,557.277,527.597,667.828,685.513,728.05,477.152,572.582
RYR3,5.21695,8.83239,5.41046,4.09625,3.60339,5.82354,73.0861,78.4993,41.0417
S100A10,1603.69,1890.13,1358.03,5641.36,1662.36,2122.26,1451.88,1442.23,1090.11
S100A11,1738.29,1596.01,1443.51,13547.1,2335,4479.96,586.094,592.592,627.638
S100A13,711.592,688.926,510.748,4935.16,3496.49,623.95,199.581,183.165,166.169
S100A16,1311.54,1036.04,1421.87,3740.7,1406.52,1380.18,825.029,1038.96,822.837
S100A2,49.0393,52.1111,41.1195,118.791,85.2802,26.6219,22.488,15.392,25.0254
S100A3,20.8678,10.5989,23.806,175.32,43.2407,14.1429,4.91926,9.23521,11.0112
S100A4,114.773,160.749,95.2241,27164.7,14185.3,2103.96,19.677,33.8624,28.0285
S100A6,2301.72,2153.34,2709.56,72248.9,28158.1,7767.76,2000.73,2013.28,2163.2
S100B,855.58,819.645,801.83,1,1,1,566.417,637.229,453.461
S100PBP,375.62,491.081,350.598,262.16,342.322,339.429,459.599,327.85,396.403
S1PR1,21.9112,17.6648,12.9851,65.54,136.929,64.8908,21.7853,26.1664,29.0295
S1PR2,35.4753,26.4972,28.1344,971.631,508.078,237.101,47.7871,53.872,60.0611
S1PR3,921.313,1023.67,967.39,512.851,1103.84,318.631,120.873,132.371,106.108
SAAL1,106.426,128.07,107.127,196.62,242.628,135.605,91.3576,86.1953,83.0845
SAC3D1,19.8244,9.71563,32.4628,247.414,205.393,24.1261,31.6238,46.176,33.0336
SACM1L,332.841,433.67,349.516,252.329,625.789,775.362,603.663,552.573,562.572
SACS,2530.22,3192.91,2769.07,400.613,1417.33,1653.05,3203.14,2810.58,2872.92
SAE1,993.307,1112,1004.18,2442.19,1285.21,1594.82,1038.67,1031.26,1007.02
SAFB,825.321,831.128,823.472,471.069,384.362,287.849,752.646,711.111,760.773
SAFB2,501.87,472.533,518.322,243.317,202.991,115.639,531.982,487.927,527.536
SALL1,2598.04,2615.27,2626.24,253.968,381.959,171.378,874.222,1082.06,862.877
SALL2,801.323,647.414,827.801,85.202,57.6542,43.2605,681.668,917.364,791.805
SALL3,1,1,1,1,10.8102,1,127.901,177.008,90.0916
SALL4,30.2583,22.081,12.9851,2.45775,3.60339,2.4958,98.3851,96.9697,102.104
SAMD1,49.0393,15.8983,81.1569,58.986,18.0169,18.3025,49.8953,81.5777,57.058
SAMD10,35.4753,7.06591,50.8583,27.0353,25.2237,7.4874,29.5155,40.0192,41.0417
SAMD11,61.56,31.7966,80.0748,27.8545,6.00565,1.66387,26.0018,61.568,69.0702
SAMD12,1,1,1,38.5048,84.0791,238.765,92.0604,87.7345,113.115
SAMD13,28.1715,37.9793,25.9702,4.09625,1,4.15967,12.6495,15.392,10.0102
SAMD14,50.0827,37.096,78.9927,318.688,69.6655,59.8992,86.4383,86.1953,75.0763
SAMD15,40.6922,45.0452,36.7911,4.9155,39.6373,6.65547,11.244,10.7744,14.0142
SAMD3,1,1,1.08209,7.37325,27.626,6.65547,6.32476,7.69601,2.00204
SAMD4A,199.287,252.606,208.844,312.954,449.223,392.673,345.051,313.997,432.44
SAMD4B,523.782,469,696.867,299.846,291.875,678.026,626.151,835.786,855.87
SAMD5,7.30373,4.41619,6.49255,39.324,134.527,168.051,120.17,127.754,162.165
SAMD8,624.99,749.87,796.42,209.728,498.469,539.925,1066.07,1038.96,1056.07
SAMD9,424.66,484.898,391.717,72.9133,213.801,3124.74,587.5,444.829,823.838
SAMD9L,405.879,453.985,358.173,153.2,375.954,4132.21,706.967,495.623,869.884
SAMHD1,247.283,279.103,295.411,63.9015,425.2,1353.56,470.843,487.927,799.813
SAMM50,481.003,448.685,409.031,858.574,457.63,407.647,332.401,360.173,299.304
SAP130,428.833,527.293,428.509,200.716,180.169,189.681,492.628,509.476,526.535
SAP18,717.852,712.774,600.561,1196.11,775.93,1245.4,574.147,518.711,542.552
SAP30,43.8224,49.4614,60.5972,125.345,78.0734,131.446,46.3816,47.7152,29.0295
SAP30BP,502.914,376.26,525.897,882.333,490.061,506.648,487.006,549.495,479.487
SAP30L,272.325,278.22,196.941,351.458,536.905,218.799,379.485,334.007,273.278
SAP30L-AS1,4.17356,2.64972,3.24628,5.73475,75.6712,5.82354,16.1633,13.8528,26.0265
SAPCD1,1.04339,3.53295,1,58.986,31.2294,9.15127,14.055,9.23521,2.00204
SAPCD2,140.858,103.339,223.993,160.573,61.2576,20.7983,70.9778,80.0385,61.0621
SAR1A,938.007,1021.02,945.749,2216.07,2141.61,2104.79,1082.24,881.962,986.002
SAR1B,540.476,597.069,598.397,376.036,511.681,757.06,565.012,475.613,492.501
SARAF,2831.76,2939.42,2520.19,1315.72,1392.11,1629.76,2832.79,2912.17,2449.49
SARDH,4.17356,1,10.8209,44.2395,9.60904,6.65547,5.62201,12.3136,3.00305
SARM1,362.056,307.367,350.598,131.899,172.963,92.3446,321.86,324.771,311.317
SARNP,373.534,437.203,256.456,1155.96,760.315,635.597,322.563,252.429,277.282
SARS,1204.07,1310.73,1102.65,3999.58,2571.62,3099.78,1024.61,1057.43,1218.24
SARS2,109.556,64.4764,164.478,279.364,114.107,58.2354,107.521,138.528,134.136
SART1,308.843,151.034,417.688,1299.33,245.03,207.151,311.319,507.936,340.346
SART3,604.123,550.258,635.188,330.977,290.673,533.269,569.228,571.044,581.591
SASH1,541.519,612.084,628.696,379.313,940.485,686.345,271.965,357.095,284.289
SASS6,67.8203,102.456,72.5002,26.216,39.6373,90.6808,89.9521,38.48,96.0977
SAT1,1743.5,1555.38,1315.82,593.137,493.664,908.472,2218.58,1843.96,1924.96
SAT2,303.626,258.789,247.799,1871.99,703.862,243.757,251.585,246.272,286.291
SATB1,820.104,847.909,812.651,50.7935,67.2633,74.874,174.985,173.93,186.189
SATB2,496.654,508.745,489.106,34.4085,96.0904,56.5715,232.611,226.263,196.199
SAV1,159.639,204.028,188.284,190.885,457.63,509.975,254.396,220.106,223.227
SAYSD1,89.7315,52.1111,70.336,183.512,136.929,77.3698,60.4366,49.2544,70.0712
SBDS,477.873,587.354,507.501,767.638,1141.07,2155.54,522.847,444.829,476.484
SBDSP1,114.773,105.989,100.635,194.162,277.461,771.202,163.038,140.067,168.171
SBF1,518.565,230.525,1188.14,412.902,253.438,464.219,654.261,1306.78,1133.15
SBF1P1,11.4773,8.83239,9.73883,10.6503,14.4136,4.9916,10.5413,9.23521,9.00916
SBF2,645.858,938.883,771.532,103.226,673.834,668.875,556.579,580.279,563.573
SBF2-AS1,32.3451,26.4972,29.2165,462.876,653.415,544.917,18.2715,18.4704,21.0214
SBK1,44.8658,21.1977,70.336,1,4.80452,1,126.495,156.999,170.173
SBNO1,491.437,615.617,542.128,305.58,681.041,604.816,659.883,600.288,589.599
SBNO2,181.55,77.725,280.262,274.449,136.929,129.782,189.743,369.408,304.309
SBSN,1,1,1,269.533,58.8554,1.66387,1,1.5392,2.00204
SBSPON,15.6508,15.8983,7.57465,22.939,25.2237,57.4034,28.11,20.0096,20.0204
SC5D,772.108,931.817,812.651,297.388,611.375,818.623,977.526,926.599,961.978
SCAF1,220.155,90.0903,407.949,413.721,157.348,301.16,332.401,432.516,436.444
SCAF11,1257.28,1649.01,1235.75,297.388,1076.21,1701.3,790.595,801.924,832.847
SCAF4,332.841,384.209,332.202,253.148,192.181,227.118,398.46,380.183,384.391
SCAF8,868.1,968.913,744.479,172.862,541.71,538.261,548.146,529.485,595.606
SCAI,94.9485,121.004,91.9778,80.2865,186.175,65.7228,128.603,153.92,138.14
SCAMP1,572.821,688.926,655.748,208.909,309.892,902.648,565.012,483.309,595.606
SCAMP1-AS1,57.3864,51.2278,49.7762,57.3475,34.8328,36.6051,54.8146,46.176,54.055
SCAMP2,266.064,202.262,320.299,556.271,284.668,504.152,243.152,412.506,325.331
SCAMP3,547.78,385.975,580.001,1370.61,488.86,727.11,453.274,694.18,580.59
SCAMP4,334.928,186.363,572.427,938.861,228.215,348.58,463.113,735.738,654.666
SCAMP5,141.901,114.821,136.344,49.155,37.235,178.034,299.372,338.624,283.288
SCAND1,15.6508,6.18267,62.7613,92.5753,38.4362,14.1429,28.11,27.7056,55.056
SCAND2P,175.289,153.684,135.262,145.007,685.845,68.2186,125.792,106.205,153.156
SCAP,709.505,470.766,865.674,720.94,257.042,489.177,607.177,868.109,759.772
SCAPER,88.6881,103.339,68.1718,30.3123,84.0791,174.706,137.739,127.754,136.138
SCARA3,1830.11,1266.56,1997.54,1429.59,763.919,112.311,1742.82,2197.98,1821.85
SCARB1,198.244,127.186,215.336,235.944,152.543,231.278,907.251,1356.04,1088.11
SCARB2,4270.59,4954.09,4579.41,2377.46,3109.73,3491.63,4672.59,4526.79,4590.67
SCARF1,5.21695,1.76648,2.16418,1.6385,1.20113,1,4.2165,10.7744,15.0153
SCARF2,29.2149,22.081,63.8434,169.585,28.8271,99.832,68.1668,101.587,73.0743
SCARNA7,1.04339,1.76648,1,3.277,52.8497,1,3.51375,4.6176,1.00102
SCART1,21.9112,12.3653,12.9851,3.277,1,1,14.055,32.3232,26.0265
SCCPDH,409.009,431.02,367.911,585.764,481.653,714.631,423.056,410.967,356.362
SCD,7271.38,8670.75,7624.42,10778.9,11058.8,2585.65,13173.8,14137.6,12956.2
SCD5,2827.59,2490.73,2717.13,126.984,217.405,96.5043,1477.18,1863.97,1191.21
SCFD1,464.308,552.024,470.71,464.515,671.432,1265.37,485.601,372.487,453.461
SCFD2,134.597,113.938,110.373,354.735,260.645,303.656,326.779,266.282,234.238
SCG2,8430.59,9525.73,7695.84,3.277,2.40226,40.7647,5302.25,5128.62,4802.88
SCG3,1.04339,1.76648,1.08209,1,1,1,45.6788,49.2544,25.0254
SCG5,5.21695,10.5989,9.73883,166.308,112.906,124.79,132.117,89.2737,104.106
SCGN,1,1,1,1,1,1,360.511,390.957,369.376
SCHIP1,906.706,915.035,696.867,80.2865,54.0508,103.992,474.357,374.026,383.39
SCLT1,188.854,195.196,150.411,50.7935,66.0621,202.16,102.602,70.8033,74.0753
SCLY,29.2149,37.096,43.2837,76.1903,50.4475,59.0673,52.0036,61.568,54.055
SCMH1,359.969,309.134,311.643,399.794,291.875,405.984,333.104,338.624,364.37
SCML1,122.077,136.902,128.769,116.334,134.527,301.16,115.954,101.587,105.107
SCML2,17.7376,14.1318,15.1493,10.6503,27.626,54.0757,39.354,23.088,33.0336
SCN1A,319.277,354.179,346.269,1,1,29.9496,163.038,243.194,155.158
SCN1B,7.30373,1,9.73883,213.824,140.532,39.1009,9.83851,1.5392,4.00407
SCN2A,64.6902,92.7401,76.8285,3.277,1,18.3025,182.715,129.293,170.173
SCN2B,6.26034,2.64972,3.24628,1,1,1,37.9485,38.48,34.0346
SCN3A,38.6054,51.2278,33.5449,1,2.40226,4.15967,13.3523,44.6368,10.0102
SCN3B,18.781,30.0301,22.7239,3.277,1,26.6219,8.43301,6.1568,16.0163
SCN4B,219.112,186.363,208.844,1.6385,1,1,105.413,167.773,84.0855
SCN5A,1.04339,1,2.16418,12.2888,12.0113,3.32773,66.0586,133.91,73.0743
SCN8A,90.7749,105.105,70.336,228.571,415.591,513.303,121.576,104.666,109.111
SCN9A,472.656,639.465,585.412,2.45775,3.60339,305.32,78.7081,78.4993,98.0997
SCNM1,138.771,122.77,142.836,533.332,92.487,287.849,80.8163,120.058,88.0896
SCNN1B,1,1,1,1,1,1,45.6788,50.7936,35.0356
SCNN1D,13.5641,2.64972,18.3956,20.4813,52.8497,3.32773,23.8935,24.6272,33.0336
SCNN1G,1,1,1,1,1,1,44.2733,66.1856,47.0478
SCO1,139.814,153.684,165.56,226.932,163.354,439.261,163.741,158.538,162.165
SCO2,1,1,6.49255,117.153,1,4.9916,1,3.0784,5.00509
SCOC,575.951,669.495,496.68,335.073,343.523,1199.65,536.199,454.064,556.566
SCP2,1128.95,1243.6,1056.12,516.128,1091.83,1559.88,530.577,498.701,442.45
SCPEP1,493.523,515.811,433.919,1087.15,1704.4,435.933,380.188,332.467,340.346
SCRG1,13.5641,9.71563,15.1493,1,1,24.1261,59.0311,60.0288,33.0336
SCRIB,184.68,71.5423,505.337,124.526,37.235,117.303,384.405,547.956,568.578
SCRN1,2846.37,3476.43,3010.38,1258.37,1949.43,3588.13,2718.24,2704.38,2663.71
SCRN2,177.376,77.725,215.336,412.083,188.577,79.8656,158.119,249.351,220.224
SCRN3,278.585,332.981,272.687,60.6245,151.342,317.799,218.555,189.322,230.234
SCUBE1,1,1,2.16418,1,1,1,63.9503,135.45,109.111
SCUBE2,28.1715,34.4463,40.0374,98.3101,126.119,4.9916,48.4898,70.8033,30.0305
SCUBE3,9.39051,3.53295,7.57465,89.2983,124.918,68.2186,17.5688,30.784,27.0275
SCYL1,465.352,276.454,612.464,942.138,339.92,525.782,444.138,720.346,638.649
SCYL2,617.687,830.244,718.509,66.3593,299.081,1069.03,531.28,532.564,538.548
SCYL3,103.296,134.252,76.8285,60.6245,126.119,197.168,101.899,107.744,113.115
SDAD1,241.023,311.783,222.911,208.909,387.965,810.303,351.375,252.429,321.327
SDC1,290.062,232.292,353.844,1633.59,811.964,775.362,336.618,364.791,318.324
SDC2,2968.44,3500.27,3164.04,1022.42,1111.05,1281.18,2417.46,1811.64,2023.06
SDC3,7800.38,5605.03,10750.6,1966.2,1444.96,1586.5,6201.07,9173.64,7423.55
SDC4,291.106,352.412,330.038,1884.28,1163.89,2772.83,511.603,461.76,430.438
SDCBP,1900.01,2217.81,1883.92,2115.3,2192.06,3344.37,1390.74,1316.02,1332.35
SDCBP2,4.17356,3.53295,4.32837,16.385,1.20113,27.4538,5.62201,3.0784,1.00102
SDCBP2-AS1,19.8244,22.9642,23.806,36.047,27.626,44.9244,25.299,21.5488,43.0438
SDCCAG3,190.94,181.947,226.157,281.822,171.762,223.79,295.858,344.781,299.304
SDCCAG8,147.118,207.561,116.866,108.96,195.784,326.118,189.743,127.754,163.166
SDE2,211.808,270.271,249.963,56.5283,163.354,274.538,184.121,218.567,219.223
SDF2,352.666,341.813,285.672,838.912,389.166,420.958,369.647,337.085,342.348
SDF2L1,29.2149,22.081,53.0225,415.36,72.0678,32.4454,34.4348,53.872,41.0417
SDF4,1003.74,399.224,1389.41,2491.34,699.058,620.622,723.833,1408.37,1077.1
SDHA,822.191,638.582,913.286,1495.95,690.65,470.874,678.857,937.373,745.758
SDHAF1,12.5207,18.548,35.709,160.573,58.8554,36.6051,24.5963,43.0976,27.0275
